sample,Cmon_PlotID,Bodemlocatie,Diepte,Datum_staalname,Staalnemer,c_LB72X,c_LB72Y,mv_mTAW,Cmon_GRTS_Rank,CmonLU19,CmonLUtext,Bermen,Landgebruik_Cmon,Vegetatie_bij_staalname,Landcover_EUNIS,Landgebruik_MBAG,MBAG_eDNA_staal,MBAG_Nematoden_staal,LOQ_TIC,TIC_percent,LOQ_TOC,TOC,LOQ_N,TN,pH_KCl,BD,C_stock,Cdensity,N_stock,Ndensity,C_N_stockbased,SWCgrav,SWCvol,Textuur_kleifractie,Textuur_leemfractie,Textuur_Zandfractie,Bodemtoestand,Weer_bij_staalname,Weersomstandigheid,Bodemtype,UniBodemtype,Bodemserie,Bodembeschrijving_Belgisch,Textuurklasse,Drainageklasse,Profielontwikkeling,Bodemstreek,WRB_soil_unit,RSG,rsg_pq_cod,pq1,pq2,pq3,sq_drainag,sq_texture,sq_morph,sq_fertility,Bodemassociatie,mycorrhiza_total_rich,patho_rich,n_fixers_rich,bd_0_10,cstock_sum,18S_universal_nematoda_observed,18S_nema_edna_Nematoda_observed,18S_nema_extract_Nematoda_observed,18S_universal_annelida_observed,InseKP_annelida_observed,InseKP_annelida_bold_observed,18S_nema_edna_Nematoda_total_count,18S_nema_extract_Nematoda_total_count,18S_universal_nematoda_total_count,InseKP_annelida_total_count,InseKP_annelida_bold_total_count
p2f49783_10_30,P2f49783,CMON_P2f49783,45960,2023-01-25,INBO,72185,223095,3.61,7652,2,Natuur,0,Natuur,gras,V3 (Artificial grasslands and herb dominated habitats),Natuurgrasland,1,1,LT,0.01,NA,2.86,NA,0.327,5.1,1.19,68.31,3.42,7.81,0.39,8.75,34.4,41,31.87,50.86,17.27,Normaal,Bewolkt,Geen neerslag in de afgelopen 24 uur,m.Fl1,uPdp,Pdp,Overdekte poelgronden en overdekte oude kleiplaatgronden - lichte klei tot zand (Middellandpolders),P,d,p,Middellandpolders,Calcaric Fluvic Gleyic Cambisols (Loamic_ Fluvic_ Ruptic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Loamic,Fluvic_ Ruptic,Calcaric,Kustvlakte_ Middelland,0.03147069815,0.0176595604,-1.031588489,1.074232026,0.819973616,18,NA,NA,7,14,36,NA,NA,351,281945,389590
pb2dd158_0_10,Pb2dd158,CMON_Pb2dd158,0-10,2022-02-11,ILVO,163915,164855,94.16,846,4,Akkerland,0,Akker,Wintergraan,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,0.98,NA,0.109,6,1.42,13.93,1.39,1.55,0.16,8.99,28.1,40,19.7,70.02,10.28,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Aba(c),Aba(c),Aba,Droge leembodem met textuur B horizont,A,b,a,Zandleemstreek,Haplic Luvisols (Siltic),Luvisols,LV-ha,Haplic,NA,NA,NA,Siltic,NA,Eutric,Brabants plateau,-0.6605270395,-0.8511010167,NA,-0.7791348354,-0.9563714012,14,52,94,2,6,12,20830,57413,4111,279405,429021
p3095161_0_10,P3095161,CMON_P3095161,0-10,2022-11-22,ILVO,153045,222525,6.98,1891,3,grasland,1,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,1.86,NA,0.123,6.2,1.35,25.1,2.51,1.66,0.17,15.12,17.3,23.4,3.96,6.49,89.55,Normaal,Bewolkt,Neerslag maar zonder hevige buien afgelopen 24 uur,sZdm,sZdm,Zdm,Matig natte zandbodem met dikke antropogene humus A horizont,Z,d,m,Kempen,Plaggic Anthrosols (Arenic_ Ruptic),Anthrosols,AT-pa,Plaggic,NA,NA,Endogleyic,Arenic,Ruptic,Dystric,Depressie van de Netes,0.6465797983,0.1463648311,NA,-0.4908333237,-0.8022394675,47,NA,NA,3,11,23,NA,NA,15937,759333,920903
paddd2e0_0_10,Paddd2e0,CMON_Paddd2e0,0-10,2023-03-28,ILVO,89515,167065,19.31,3889,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.08,NA,0.115,5.9,1.41,15.21,1.52,1.62,0.16,9.39,25.9,36.5,16.22,64.27,19.51,NA,NA,NA,Lca,Lca,Lca,Matig droge zandleembodem met textuur B horizont,L,c,a,Zandleemstreek,Haplic Luvisols (Loamic),Luvisols,LV-ha,Haplic,NA,NA,NA,Loamic,NA,Eutric,Leie-Schelde interfluvium,-0.8143043146,-0.52933784,NA,-0.7379489051,-0.8673117243,16,NA,NA,11,14,29,NA,NA,393,1120331,1419309
p22c1e7a_0_10,P22c1e7a,CMON_P22c1e7a,0-10,2022-11-25,INBO,158735,228645,27.22,19299,2,Natuur,0,Natuur,Pijpenstrootje_ dophei,R3 (Seasonally wet and wet grasslands),Heide,1,1,LT,0.01,NA,3.94,NA,0.161,3.5,1.14,44.86,4.49,1.83,0.18,24.47,43,49,3.29,5.81,90.9,Normaal,Bewolkt,Geen neerslag in de afgelopen 24 uur,Zeg,Zeg,Zeg,Natte zandbodem met duidelijke ijzer en/of humus B horizont,Z,e,g,Kempen,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,NA,NA,NA,NA,NA,NA,NA,Kempische cuesta,1.261688898,1.755180715,NA,0.3740712114,0.1843069822,13,NA,NA,2,9,11,NA,NA,394,100361,249870
p32759cf_0_10,P32759cf,CMON_P32759cf,0-10,2023-02-13,ILVO,174385,221695,26.07,2851,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,1.71,NA,0.128,4.6,1.57,26.78,2.68,2,0.2,13.39,20.1,31.6,6.9,15.18,77.92,NA,NA,NA,w-Scm,w-Scm,Scm,Matig droge lemig zandbodem met dikke antropogene humus A horizont,S,c,m,Kempen,Plaggic Anthrosols (Loamic_ Abruptic),Anthrosols,AT-pa,Plaggic,NA,NA,NA,Loamic,Abruptic,Dystric,Kempische cuesta,-0.5067497645,-0.1753983456,-0.9001578746,-1.396923789,-0.1043076155,26,NA,NA,5,12,28,NA,NA,1002,60412,228412
p32759cf_10_30,P32759cf,CMON_P32759cf,45960,2023-02-13,ILVO,174385,221695,26.07,2851,4,Akkerland,0,Tijdelijk grasland,gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,1.6,NA,0.12,4.2,1.52,48.69,2.43,3.65,0.18,13.34,18.6,28.3,7.09,15.11,77.8,NA,NA,NA,w-Scm,w-Scm,Scm,Matig droge lemig zandbodem met dikke antropogene humus A horizont,S,c,m,Kempen,Plaggic Anthrosols (Loamic_ Abruptic),Anthrosols,AT-pa,Plaggic,NA,NA,NA,Loamic,Abruptic,Dystric,Kempische cuesta,-0.5067497645,-0.1753983456,-0.9001578746,-1.396923789,-0.1043076155,61,NA,NA,3,5,11,NA,NA,16957,19291,57899
p330cb0e_0_10,P330cb0e,CMON_P330cb0e,0-10,2023-03-17,ILVO,203655,221435,28.05,3667,4,Akkerland,1,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,3.06,NA,0.222,5.5,1.46,44.57,4.46,3.23,0.32,13.8,25.8,37.7,5.29,15.52,79.19,NA,NA,NA,OB,OB,OB,Bebouwde zones,NA,NA,NA,Kunstmatige gronden,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,NA,NA,NA,NA,NA,NA,NA,Depressie van de Netes,NA,NA,2.51703809,-0.9438785564,1.202496412,43,NA,NA,4,19,35,NA,NA,4411,1250077,1290140
p330cb0e_10_30,P330cb0e,CMON_P330cb0e,45960,2023-03-17,ILVO,203655,221435,28.05,3667,4,Akkerland,1,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,2.71,NA,0.19,5.5,1.51,82.11,4.11,5.76,0.29,14.26,21.7,32.8,5.6,15.94,78.46,NA,NA,NA,OB,OB,OB,Bebouwde zones,NA,NA,NA,Kunstmatige gronden,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,NA,NA,NA,NA,NA,NA,NA,Depressie van de Netes,NA,NA,2.51703809,-0.9438785564,1.202496412,8,NA,NA,6,17,48,NA,NA,257,121140,1595440
p3462830_0_10,P3462830,CMON_P3462830,0-10,2022-01-11,INBO,228715,220845,31.32,9483,2,Natuur,0,Natuur,grassen en kruiden,R1 (Dry grasslands),Natuurgrasland,1,0,LT,0.01,NA,2.18,NA,0.139,4.5,1.25,27.26,2.73,1.74,0.17,15.68,21,26.3,5.32,10.59,84.09,Bevroren,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Zdg,Zdg,Zdg,Matig natte zandbodem met duidelijke ijzer en/of humus B horizont,Z,d,g,Kempen,Gleyic Podzols (Arenic),Podzols,PZ-gl,Gleyic,NA,NA,Endogleyic,Arenic,NA,Dystric,Maasterrassen,-0.04541793937,0.9829490905,1.465593178,-0.07897402124,-0.03693869084,29,NA,NA,2,13,22,NA,NA,9021,750009,913118
p3462830_10_30,P3462830,CMON_P3462830,45960,2022-01-11,INBO,228715,220845,31.32,9483,2,Natuur,0,Natuur,grassen en kruiden,R1 (Dry grasslands),Natuurgrasland,1,0,LT,0.01,NA,1.77,NA,0.099,4.5,1.44,50.85,2.54,2.84,0.14,17.88,16.9,24.3,5.34,12.86,81.8,Bevroren,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Zdg,Zdg,Zdg,Matig natte zandbodem met duidelijke ijzer en/of humus B horizont,Z,d,g,Kempen,Gleyic Podzols (Arenic),Podzols,PZ-gl,Gleyic,NA,NA,Endogleyic,Arenic,NA,Dystric,Maasterrassen,-0.04541793937,0.9829490905,1.465593178,-0.07897402124,-0.03693869084,17,NA,NA,3,9,17,NA,NA,896,69823,393769
p359d4e3_0_10,P359d4e3,CMON_P359d4e3,0-10,2022-03-08,ILVO,94265,220295,3.75,2468,4,Akkerland,0,Akker,ingezaaid gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,NA,0.77,NA,2.6,NA,0.193,7.5,1.46,26.68,2.67,2.81,0.28,9.49,24.8,36.2,16.69,43.21,40.1,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Edp,Edp,Edp,Matig gleyige kleibodem zonder profiel,E,d,p,Nieuwland Watervliet,Calcaric Fluvic Gleyic Cambisols (Loamic_ Fluvic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Loamic,Fluvic,Calcaric,Scheldepolders,-1.044970227,-0.04669307494,-0.9001578746,-0.9438785564,0.01129133477,2,30,99,0,8,28,24202,110249,122,368688,884229
p359d4e3_10_30,P359d4e3,CMON_P359d4e3,45960,2022-03-08,ILVO,94265,220295,3.75,2468,4,Akkerland,0,Akker,ingezaaid gras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,NA,0.77,NA,2.55,NA,0.182,7.6,1.5,53.32,2.67,5.45,0.27,9.78,24.2,36.3,15.73,43.25,41.02,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Edp,Edp,Edp,Matig gleyige kleibodem zonder profiel,E,d,p,Nieuwland Watervliet,Calcaric Fluvic Gleyic Cambisols (Loamic_ Fluvic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Loamic,Fluvic,Calcaric,Scheldepolders,-1.044970227,-0.04669307494,-0.9001578746,-0.9438785564,0.01129133477,13,NA,NA,2,10,21,NA,NA,11193,1226531,1985487
p359faf6_0_10,P359faf6,CMON_P359faf6,0-10,2022-09-22,ILVO,191735,220295,21.4,723,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,3.52,NA,0.275,4.6,1.29,45.37,4.54,3.54,0.35,12.82,17,21.9,6.26,15.37,78.37,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Sepz,Sepz,Sep,Natte lemig zandbodem zonder profiel,S,e,p,Kempen,Dystric Fluvic Gleyic Cambisols (Loamic_ Fluvic),Cambisols,CM-gl.fv.dy,Gleyic,Fluvic,Dystric,Endogleyic,Loamic,Fluvic,Dystric,Depressie van de Netes,1.953686636,-0.04669307494,-0.6372966465,-0.2437177422,0.7827165592,14,151,71,1,9,33,151398,14429,1300,363610,513207
p359faf6_10_30,P359faf6,CMON_P359faf6,45960,2022-09-22,ILVO,191735,220295,21.4,723,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,2.26,NA,0.155,4.1,1.44,64.86,3.24,4.45,0.22,14.58,11.4,16.4,6.12,14.52,79.36,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Sepz,Sepz,Sep,Natte lemig zandbodem zonder profiel,S,e,p,Kempen,Dystric Fluvic Gleyic Cambisols (Loamic_ Fluvic),Cambisols,CM-gl.fv.dy,Gleyic,Fluvic,Dystric,Endogleyic,Loamic,Fluvic,Dystric,Depressie van de Netes,1.953686636,-0.04669307494,-0.6372966465,-0.2437177422,0.7827165592,31,NA,NA,2,4,10,NA,NA,1298,25340,47444
p3617d36_0_10,P3617d36,CMON_P3617d36,0-10,2022-03-16,ILVO,138215,220085,2.32,2036,4,Akkerland,0,Akker,fruitbomen,V1 (Arable land and market gardens),Akker,1,1,NA,0.5,NA,3.84,NA,0.325,7.1,1.26,41.97,4.2,4.08,0.41,10.29,31.6,39.8,21.51,50.66,27.83,Normaal,Bewolkt,Geen neerslag in de afgelopen 24 uur,sEep,sEep,Eep,Sterk gleyige kleibodem zonder profiel,E,e,p,Doel,Eutric Fluvic Gleyic Cambisols (Loamic_ Fluvic_ Ruptic),Cambisols,CM-gl.fv.eu,Gleyic,Fluvic,Eutric,Endogleyic,Loamic,Fluvic_ Ruptic,Eutric,Scheldepolders,-0.7374156771,-0.4649852047,-0.7687272605,-0.1201599515,0.07866025943,13,NA,NA,3,11,34,NA,NA,521,221200,406882
p3617d36_10_30,P3617d36,CMON_P3617d36,45960,2022-03-16,ILVO,138215,220085,2.32,2036,4,Akkerland,0,Akker,fruitbomen,V1 (Arable land and market gardens),Akker,1,1,NA,0.81,NA,2.17,NA,0.145,7.5,1.5,40.67,2.03,4.34,0.22,9.37,23.2,34.8,22.66,55.01,22.33,Normaal,Bewolkt,Geen neerslag in de afgelopen 24 uur,sEep,sEep,Eep,Sterk gleyige kleibodem zonder profiel,E,e,p,Doel,Eutric Fluvic Gleyic Cambisols (Loamic_ Fluvic_ Ruptic),Cambisols,CM-gl.fv.eu,Gleyic,Fluvic,Eutric,Endogleyic,Loamic,Fluvic_ Ruptic,Eutric,Scheldepolders,-0.7374156771,-0.4649852047,-0.7687272605,-0.1201599515,0.07866025943,25,NA,NA,9,7,18,NA,NA,2841,315125,435510
p3858ba7_0_10,P3858ba7,CMON_P3858ba7,0-10,2022-03-07,ILVO,80145,219085,3.81,1956,5,Residentieel,0,Akker,raaigras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,NA,0.58,NA,1.74,NA,0.127,7.5,1.54,17.89,1.79,1.96,0.2,9.13,19.8,30.5,18.46,54.38,27.16,Normaal,Bewolkt,Geen neerslag in de afgelopen 24 uur,OO4,uEdpz,Edp,Overslaggronden,E,d,p,Kunstmatige gronden,Calcaric Fluvic Gleyic Planosols (Loamic_ Fluvic_ Ruptic),Planosols,PL-gl.fv.ca,Gleyic,Fluvic,Calcaric,Stagnic,Loamic,Fluvic_ Ruptic,Calcaric,Kustvlakte_ Oudland,-0.8143043146,-0.7545720637,-0.2430048044,-1.273365998,-0.6631634678,3,44,165,0,6,12,9874,173136,450,30048,32716
p3858ba7_10_30,P3858ba7,CMON_P3858ba7,45960,2022-03-07,ILVO,80145,219085,3.81,1956,5,Residentieel,0,Akker,raaigras,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,NA,0.6,NA,1.74,NA,0.127,7.4,1.57,35.68,1.78,3.98,0.2,8.96,20.7,32.4,29.11,35.87,35.02,Normaal,Bewolkt,Geen neerslag in de afgelopen 24 uur,OO4,uEdpz,Edp,Overslaggronden,E,d,p,Kunstmatige gronden,Calcaric Fluvic Gleyic Planosols (Loamic_ Fluvic_ Ruptic),Planosols,PL-gl.fv.ca,Gleyic,Fluvic,Calcaric,Stagnic,Loamic,Fluvic_ Ruptic,Calcaric,Kustvlakte_ Oudland,-0.8143043146,-0.7545720637,-0.2430048044,-1.273365998,-0.6631634678,6,NA,NA,1,7,14,NA,NA,398,1408605,1541955
p38d774b_0_10,P38d774b,CMON_P38d774b,0-10,2023-04-04,ILVO,59545,218865,3.29,3428,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,NA,0.5,NA,1.71,NA,0.147,7.3,1.43,17.33,1.73,2.11,0.21,8.21,30.4,43.5,34.62,49.43,15.95,NA,NA,NA,o.A5,l-Edp,Edp,Kreekruggronden (Oudlandpolders),E,d,p,Oudlandpolders,Calcaric Fluvic Gleyic Cambisols (Loamic_ Ruptic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Loamic,Ruptic,Calcaric,Kustvlakte_ Oudland,-0.9680815896,-0.7867483814,0.2827176518,-0.8203207656,-0.6381553063,36,NA,NA,4,3,4,NA,NA,14581,3,4
p38d774b_10_30,P38d774b,CMON_P38d774b,45960,2023-04-04,ILVO,59545,218865,3.29,3428,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,NA,0.52,NA,1.72,NA,0.146,7.3,1.55,37.22,1.86,4.53,0.23,8.22,26,40.3,37.04,47.82,15.14,NA,NA,NA,o.A5,l-Edp,Edp,Kreekruggronden (Oudlandpolders),E,d,p,Oudlandpolders,Calcaric Fluvic Gleyic Cambisols (Loamic_ Ruptic),Cambisols,CM-gl.fv.ca,Gleyic,Fluvic,Calcaric,Endogleyic,Loamic,Ruptic,Calcaric,Kustvlakte_ Oudland,-0.9680815896,-0.7867483814,0.2827176518,-0.8203207656,-0.6381553063,16,NA,NA,2,1,1,NA,NA,951,1,1
pbc0a1a5_0_10,Pbc0a1a5,CMON_Pbc0a1a5,0-10,2022-02-17,ILVO,206445,160795,86.98,750,4,Akkerland,0,Akker,Wintergraan,V1 (Arable land and market gardens),Akker,1,1,NA,0.08,NA,1.57,NA,0.123,7.3,1.39,20.75,2.08,1.71,0.17,12.13,27.5,38.2,29.94,62.54,7.52,Normaal,Zonnig / helder,Neerslag maar zonder hevige buien afgelopen 24 uur,Abp,Abp,Abp,Droge leembodem zonder profiel,A,b,p,Leemstreek,Eutric Cambisols (Siltic_ Colluvic),Cambisols,CM-eu,Eutric,NA,NA,NA,Siltic,Colluvic,Eutric,Plateau van Haspengouw,-0.583638402,-0.8832773344,NA,-0.6555770447,-0.4745815158,10,24,88,2,5,8,1145,37046,1107,1142897,1153582
p94cf3fb_0_10,P94cf3fb,CMON_P94cf3fb,0-10,2022-02-15,ILVO,74825,178155,18.89,1457,4,Akkerland,0,Akker,braak met opgeroerde mest,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.45,NA,0.149,7.1,1.41,20.47,2.05,2.1,0.21,9.75,29.9,42.1,12.04,34.23,53.73,Normaal,Bewolkt,Neerslag maar zonder hevige buien afgelopen 24 uur,Sbcz,Sbcz,Sbc,Droge lemig zandbodem met sterk gevlekte_ verbrokkelde textuur B horizont,S,b,c,Zandstreek,Eutric Retisols (Loamic),Retisols,RT-eu,Eutric,NA,NA,NA,Loamic,NA,Eutric,Zuidelijke Vlaamse laagvlakte,NA,NA,NA,-0.7379489051,-0.6475971632,19,NA,NA,0,6,13,NA,NA,15131,58550,254381
p3cd1d67_0_10,P3cd1d67,CMON_P3cd1d67,0-10,2022-11-30,ILVO,81585,217105,4.36,1828,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,2.94,NA,0.257,4.8,1.21,35.54,3.55,3.11,0.31,11.43,23.1,27.9,7.66,14.63,77.71,Normaal,Bewolkt,Geen neerslag in de afgelopen 24 uur,Zdh,Zdh,Zdh,Matig natte zandbodem met verbrokkelde ijzer en/of humus B horizont,Z,d,h,Zandstreek,Terric Anthrosols (Arenic_ Spodi-relocatic),Anthrosols,AT-tr,Terric,NA,NA,Endogleyic,Arenic,Spodi-relocatic,Eutric,Centrale Vlaamse laagvlakte,0.4159138858,0.3394227371,0.0198564237,0.08576969973,-0.06807129996,10,NA,NA,2,7,23,NA,NA,5174,94796,118710
p3cd1d67_10_30,P3cd1d67,CMON_P3cd1d67,45960,2022-11-30,ILVO,81585,217105,4.36,1828,3,grasland,0,Blijvend grasland,gras,R2 (Mesic grasslands),Blijvend grasland,1,1,LT,0.01,NA,1.42,NA,0.135,4.5,1.46,41.35,2.07,3.93,0.2,10.52,12.6,18.4,7.3,10.57,82.13,Normaal,Bewolkt,Geen neerslag in de afgelopen 24 uur,Zdh,Zdh,Zdh,Matig natte zandbodem met verbrokkelde ijzer en/of humus B horizont,Z,d,h,Zandstreek,Terric Anthrosols (Arenic_ Spodi-relocatic),Anthrosols,AT-tr,Terric,NA,NA,Endogleyic,Arenic,Spodi-relocatic,Eutric,Centrale Vlaamse laagvlakte,0.4159138858,0.3394227371,0.0198564237,0.08576969973,-0.06807129996,19,NA,NA,3,7,19,NA,NA,595,385240,1107217
p9864d46_10_30,P9864d46,CMON_P9864d46,45960,2022-03-29,INBO,231895,176575,46.06,1830,2,Natuur,0,Natuur,gras_ bramen_ berenklauw,R1 (Dry grasslands),Natuurgrasland,1,1,LT,0.01,NA,1.32,NA,0.103,5.1,1.34,35.4,1.77,2.76,0.14,12.82,23.6,31.6,6.2,14.03,79.77,Normaal,Bewolkt,Geen neerslag in afgelopen week,Sdc3,Sdc3,Sdc,Matig natte lemig zandbodem met sterk gevlekte_ verbrokkelde textuur B horizont,S,d,c,Kempen,Gleyic Plaggic Retisols (Loamic),Retisols,RT-pa.gl,Plaggic,Gleyic,NA,Endogleyic,Loamic,NA,Dystric,Vlak van Zonhoven,1.646132086,-0.625866793,NA,1.156603886,-0.3936877691,15,NA,NA,4,6,23,NA,NA,535,117284,242443
p90da6b9_0_10,P90da6b9,CMON_P90da6b9,0-10,2022-02-15,ILVO,43365,179905,9.63,613,4,Akkerland,0,Akker,Wintergraan,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,0.94,NA,0.103,6.4,1.55,14.6,1.46,1.6,0.16,9.13,20.4,31.7,16.32,44.73,38.95,Normaal,Bewolkt,Neerslag maar zonder hevige buien afgelopen 24 uur,Lcaz,Lcaz,Lca,Matig droge zandleembodem met textuur B horizont,L,c,a,Zandleemstreek,Haplic Luvisols (Loamic_ Ruptic),Luvisols,LV-ha,Haplic,NA,NA,NA,Loamic,Ruptic,Eutric,Polder-Leie interfluvium,NA,NA,NA,-1.314551929,-0.9397843554,28,40,121,1,4,8,24999,126722,32766,18580,39721
p3e1bf37_0_10,P3e1bf37,CMON_P3e1bf37,0-10,2023-01-31,ILVO,100865,216535,3.31,1652,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,0.97,NA,0.111,5.7,1.55,15.05,1.51,1.72,0.17,8.75,22,34.2,12.6,27.37,60.03,NA,NA,NA,s-Pdp,s-Pdp,Pdp,Matig natte licht zandleembodem zonder profiel,P,d,p,Nieuwland Watervliet,Eutric Fluvic Gleyic Cambisols (Loamic_ Fluvic_ Ruptic),Cambisols,CM-gl.fv.eu,Gleyic,Fluvic,Eutric,Endogleyic,Loamic,Fluvic_ Ruptic,Eutric,Scheldepolders,NA,NA,-0.7687272605,-1.314551929,-0.8647598711,10,NA,NA,1,4,8,NA,NA,1478,35459,55034
p3e1bf37_10_30,P3e1bf37,CMON_P3e1bf37,45960,2023-01-31,ILVO,100865,216535,3.31,1652,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1,NA,0.113,5.7,1.53,30.62,1.53,3.46,0.17,8.85,22.5,34.5,13.7,29.44,56.86,NA,NA,NA,s-Pdp,s-Pdp,Pdp,Matig natte licht zandleembodem zonder profiel,P,d,p,Nieuwland Watervliet,Eutric Fluvic Gleyic Cambisols (Loamic_ Fluvic_ Ruptic),Cambisols,CM-gl.fv.eu,Gleyic,Fluvic,Eutric,Endogleyic,Loamic,Fluvic_ Ruptic,Eutric,Scheldepolders,NA,NA,-0.7687272605,-1.314551929,-0.8647598711,15,NA,NA,1,3,8,NA,NA,35627,150312,237247
p3ea91ce_0_10,P3ea91ce,CMON_P3ea91ce,0-10,2022-03-03,ILVO,197735,216295,22.55,1555,4,Akkerland,0,Akker,tijdelijk grasland met maïsstoppels,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,2.15,NA,0.171,4,1.27,27.23,2.72,2.17,0.22,12.55,19.2,24.4,6.24,11.68,82.08,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Zbm,Zbm,Zbm,Droge zandbodem met dikke antropogene humus A horizont,Z,b,m,Kempen,Plaggic Anthrosols (Arenic),Anthrosols,AT-pa,Plaggic,NA,NA,NA,Arenic,NA,Dystric,Depressie van de Netes,NA,NA,-1.031588489,-0.1613458817,0.1950247657,19,70,144,5,5,42,41032,100982,4085,1239391,1671373
p3ea91ce_10_30,P3ea91ce,CMON_P3ea91ce,45960,2022-03-03,ILVO,197735,216295,22.55,1555,4,Akkerland,0,Akker,tijdelijk grasland met maïsstoppels,V1 (Arable land and market gardens),Tijdelijk grasland,1,1,LT,0.01,NA,2.17,NA,0.174,4,1.38,59.97,3,4.81,0.24,12.47,18.7,25.8,6.13,10.9,82.97,Normaal,Zonnig / helder,Geen neerslag in de afgelopen 24 uur,Zbm,Zbm,Zbm,Droge zandbodem met dikke antropogene humus A horizont,Z,b,m,Kempen,Plaggic Anthrosols (Arenic),Anthrosols,AT-pa,Plaggic,NA,NA,NA,Arenic,NA,Dystric,Depressie van de Netes,NA,NA,-1.031588489,-0.1613458817,0.1950247657,26,NA,NA,5,6,15,NA,NA,13295,1004818,1037767
p40a032f_0_10,P40a032f,CMON_P40a032f,0-10,2023-02-16,ILVO,195585,215425,18.98,531,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.53,NA,0.106,4.9,1.4,21.46,2.15,1.49,0.15,14.4,26.3,36.8,3.61,6.87,89.52,NA,NA,NA,Segz,Segz,Seg,Natte lemig zandbodem met duidelijke ijzer en/of humus B horizont,S,e,g,Kempen,Gleyic Podzols (Loamic),Podzols,PZ-gl,Gleyic,NA,NA,Endogleyic,Loamic,NA,Dystric,Depressie van de Netes,-1.198747502,1.27253595,-0.6372966465,-0.6967629749,-0.3944533251,15,NA,NA,3,7,19,NA,NA,2814,2822,3037108
p40a032f_10_30,P40a032f,CMON_P40a032f,45960,2023-02-16,ILVO,195585,215425,18.98,531,4,Akkerland,0,Akker,geploegd,V1 (Arable land and market gardens),Akker,1,1,LT,0.01,NA,1.47,NA,0.102,5.2,1.45,42.64,2.13,2.96,0.15,14.41,26.8,38.8,3.02,6.31,90.67,NA,NA,NA,Segz,Segz,Seg,Natte lemig zandbodem met duidelijke ijzer en/of humus B horizont,S,e,g,Kempen,Gleyic Podzols (Loamic),Podzols,PZ-gl,Gleyic,NA,NA,Endogleyic,Loamic,NA,Dystric,Depressie van de Netes,-1.198747502,1.27253595,-0.6372966465,-0.6967629749,-0.3944533251,8,NA,NA,0,2,10,NA,NA,387,293787,454249
